jname,x,y,hex_color
"Action Research",0.3078264792602422,0.23669632777140184,#ffff0c
"Scientia Pharmaceutica",0.6084965602883626,0.598924572582684,#0001fa
"Journal of Clinical Pathology",0.8798547543827663,0.4411104290456908,#FF0000
"International Journal of Computers Communications & Control",0.18452905944959025,0.5919199478080575,#fb01ff
"Mathematics of Control, Signals, and Systems",0.22129980806709232,0.7172703971896126,#fb01ff
"Applied Radiology",0.7739025835961775,0.20981093274373608,#CDC673
"City",0.34842375101253154,0.5127363740255525,#ffff0c
"Journal of Accounting and Public Policy",0.060176647714158885,0.4194545187354021,#ffff0c
"Le Pharmacien Hospitalier",0.6340910856966359,0.4764593310938593,#FF0000
"Environmental Chemistry",0.5249845942868737,0.8257676782974761,#FF6600
"Endocrine Regulations",0.7783412117732501,0.4084676890413063,#FF0000
"Current Problems in Dermatology-us",0.9709002408037436,0.5287654726487023,#FF0000
"Nanobiotechnology",0.5248191437640786,0.5888325895052505,#0001fa
"Biotechnology & Biotechnological Equipment",0.7232911028851481,0.7289290962801322,#20c157
"International Journal of Geomechanics",0.3973042456519909,0.8258152783182856,#2dffff
"Gynecological Endocrinology",0.7472363300854503,0.3979464907992747,#FF0000
"Mathematical Geosciences",0.3914139881747472,0.5747322449055589,#FF6600
"Canadian Geographer",0.3672193540518399,0.5482577658593027,#ffff0c
"International Journal of Mental Health",0.488907538580041,0.2175607005509312,#8B6508
"Journal of Plant Sciences",0.6627868705893938,0.7829995085568341,#20c157
"International Journal of Rf and Microwave Computer-aided Engineering",0.2321504326866599,0.6615456548338166,#fb01ff
"Comparative Parasitology",0.6073241997842379,0.9804466571919568,#20c157
"Wind Engineering",0.2859336496995211,0.6342921303676112,#2dffff
"Pediatric Clinics of North America",0.6742141340834771,0.2548258714660276,#FF0000
"Current Medical Imaging Reviews",0.7493785428377632,0.2153558445577532,#FF0000
"BMC Ecology",0.6033253807874908,0.8987795641985785,#20c157
"Nature Genetics",0.7741648259636995,0.6050349793166543,#6B8E23
"Expository Times",0.12013743742636655,0.2482873246854357,#EE9A00
"European Child & Adolescent Psychiatry",0.4527497858289193,0.13176654736088056,#CDC673
"Journal of Animal Science",0.7924088716707431,0.8070039725096401,#8B0000
"Records of Natural Products",0.6266035465176266,0.6133026900003966,#0001fa
"Innovations",0.2789251840674697,0.462939741968148,#ffff0c
"European Law Journal",0.2336778881662445,0.337905339952746,#ffff0c
"Media, Culture & Society",0.2396149622940559,0.19102465610373687,#ffff0c
"Clean Technologies and Environmental Policy",0.5208155922925076,0.7802069145885165,#ffff0c
"Therapeutic Apheresis",0.9131095267206628,0.4791334053240225,#FF0000
"Computer Assisted Language Learning",0.2639606293938192,0.07340784363715623,#ffff0c
"Radical History Review",0.19960231915637525,0.2326281866354241,#EE9A00
"Oclc Systems & Services",0.014363002610310196,0.5062006469305178,#fb01ff
"Journal of Comparative Physiology B-biochemical Systemic and Environmental Physiology",0.567668098595626,0.9902193706043364,#20c157
"Wetlands",0.557717697792183,0.8691104957547761,#20c157
"International Journal of Historical Archaeology",0.22699487536368565,0.41793943500102543,#FF6600
"Gene Therapy and Regulation",0.8112434651471115,0.5663226452682738,#FF0000
"Journal of Vascular Surgery",0.8155609678314838,0.27986810188905953,#FF0000
"L1-educational Studies in Language and Literature",0.40146727441617697,0.06846558894250132,#CDC673
"Operative Techniques in Thoracic and Cardiovascular Surgery",0.8356617329249922,0.2896179443265916,#FF0000
"International Journal of Biological Markers",0.7977165684256019,0.4858454451538104,#FF0000
"Wildlife Research",0.5814710440923182,0.9103836242245265,#20c157
"American Quarterly",0.21403732942309345,0.1912329451116949,#EE9A00
"Anales De Medicina Interna",0.6979014260423999,0.3481663693413835,#8B6508
"Progress in Development Studies",0.2337449571605918,0.2856711215161357,#ffff0c
"IEEE Engineering in Medicine and Biology Magazine",0.5031835430119604,0.5162960323115983,#CDC673
"Revue Médicale de Bruxelles",0.685725839006969,0.34181433087065266,#FF0000
"Revista De Ciencias Sociales",0.2553780113024424,0.2587511135755913,#ffff0c
"Journal of Small Animal Practice",0.8637000106752581,0.7917972426982257,#8B0000
"International Journal of Mobile Communications",0.2185283785391396,0.5079193892117123,#ffff0c
"Home Health Care Management & Practice",0.6054435717795807,0.2642969081590788,#8B6508
"Journal of Theoretical Biology",0.2008278730935871,0.8138751280728557,#000000
"Advances in Computers",0.0930945999808149,0.6335925773619175,#fb01ff
"Paediatric and Perinatal Drug Therapy",0.6756846923781583,0.2426017546830231,#8B6508
"Nutrition & Food Science",0.6818793181900229,0.44684570221896586,#8B6508
"Revue Belge De Philologie Et D Histoire",0.08154579513205079,0.18974368770453667,#EE9A00
"Geoscientific Model Development",0.4861353458981729,0.885923734368601,#FF6600
"Journal of Public Economics",0.16707824688434111,0.4689501946594491,#ffff0c
"European Journal of International Law",0.23704759165527986,0.3235811093207601,#ffff0c
"Advances in Physiotherapy",0.5633384419609246,0.09714537676480084,#CDC673
"Digital Creativity",0.3672942823334773,0.3874374203237358,#fb01ff
"Communications in Theoretical Physics",0.3638658420647437,0.6779573710992287,#663788
"Journal of Maritime Archaeology",0.22354489730087126,0.42328678282500665,#FF6600
"Child Psychiatry & Human Development",0.4465140077687616,0.1312101290105111,#CDC673
"Journal of Technology Management & Innovation",0.2850299439804275,0.4704309960242284,#ffff0c
"Journal of Negro Education",0.3903137772181086,0.05089373642190282,#ffff0c
"Defence Science Journal",0.28136574131937364,0.7529196054232925,#2dffff
"Journal of Housing Economics",0.3193044403101957,0.5300618922835075,#ffff0c
"BMC Clinical Pharmacology",0.6422504927992455,0.4966542588586012,#8B6508
"Obesity Management",0.692235360142348,0.4206397560822687,#8B6508
"International Game Theory Review",0.14996982357726435,0.475416965395575,#ffff0c
"International Relations",0.2203499831431309,0.318570800637676,#ffff0c
"Canadian Journal of Plant Science",0.6432871222115597,0.7758851995892971,#20c157
"Mental Health and Physical Activity",0.5610091737015284,0.06735935625050864,#8B6508
"Soft Computing",0.1229784219935768,0.5608843792799423,#fb01ff
"Spatial Cognition and Computation",0.4052131530056084,0.3370062999255227,#FF6600
"Japanese Journal of Crop Science",0.6698711294366856,0.7904561731012021,#20c157
"Livestock Production Science",0.7915276117648485,0.8058520533627506,#8B0000
"Politics and the Life Sciences",0.2532187028190033,0.3431438650654309,#ffff0c
"European Urology",0.9445585999359868,0.3159842434246937,#FF0000
"Research Studies in Music Education",0.3209924791714942,0.02052934987919569,#ffff0c
"Gesundheitswesen",0.5497740399947054,0.20538589615010366,#8B6508
"BMC Pulmonary Medicine",0.9861595947038544,0.4495013843307157,#FF0000
"Archives Des Maladies Du Coeur Et Des Vaisseaux",0.8187085692472278,0.3354583309140051,#FF0000
"American Journal of Forensic Medicine and Pathology",0.4916050422034791,0.4662763994423242,#8B6508
"International Journal of Robotics & Automation",0.25538227965567545,0.7023926906730569,#fb01ff
"Annales De Medecine Interne",0.6964390718466001,0.348394864673703,#FF0000
"Leprosy Review",0.8420392309815774,0.696680235776183,#8B0000
"Fleischwirtschaft",0.6708201485530718,0.6985656701149673,#6B8E23
"Formulary",0.6341513942773381,0.4774470629001518,#FF0000
"Aging Clinical and Experimental Research",0.5549978382190737,0.14685000758317984,#CDC673
"Journal of Ethnic & Cultural Diversity in Social Work",0.4057686328264745,0.1918432617902656,#ffff0c
"Security Dialogue",0.22398741194342306,0.32196807555741536,#ffff0c
"Allergologie",0.9791878582842588,0.5010675667461865,#FF0000
"Journal of Hydraulic Engineering",0.4738850375571692,0.8378043884226396,#2dffff
"Journal of Reproductive and Infant Psychology",0.6723730462190661,0.2940349880198434,#ffff0c
"Bulletin De La Societe Zoologique De France",0.600193874183536,0.9598856276802276,#FF6600
"Nature Reviews Cancer",0.8208693046859029,0.4976406113167806,#FF0000
"Molecular Reproduction and Development",0.7386763387903805,0.419920059618816,#FF0000
"African Arts",0.20273469158765173,0.2483755393761692,#ffff0c
"Vascular Disease Prevention",0.8121356691296813,0.34853919880404793,#FF0000
"Advances in Anesthesia",0.644002143693651,0.11443443381100235,#FF0000
"Reading Research and Instruction",0.4061717861375275,0.06709469384405528,#ffff0c
"Organization Studies",0.30070278223636104,0.409565604136749,#ffff0c
"Australian Journal of Grape and Wine Research",0.6731151629922888,0.730525518906653,#20c157
"Tropical Grasslands",0.637886943345765,0.770144858220552,#20c157
"Journal of Neuropsychiatry and Clinical Neurosciences",0.5284873353256316,0.21151301077201248,#CDC673
"Gifted Child Quarterly",0.383186536717747,0.07799061861429074,#ffff0c
"Evaluation Review",0.3254932312902588,0.3004432596479806,#ffff0c
"Journal of Music Therapy",0.4782270774381142,0.1498134357779655,#8B6508
"Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science",0.29543916460739983,0.7225712248873936,#2dffff
"Cardiology in The Young",0.7798492720744218,0.2865173980364472,#FF0000
"International Journal of Theoretical Physics",0.2267400580424163,0.8518455255451276,#663788
"Journal of Time Series Analysis",0.11953881785811822,0.4799638172154543,#ffff0c
"IEEE Transactions on Electron Devices",0.4323879401870416,0.6472865970964474,#fb01ff
"Journal of Magnetic Resonance Imaging",0.7447942439818948,0.21135764351081127,#CDC673
"Arts and Humanities in Higher Education",0.3485115643306868,0.04958800080004972,#ffff0c
"Worlds Poultry Science Journal",0.8089174670073699,0.8143903769768922,#8B0000
"International Journal of Modern Physics B",0.4182671516906159,0.6416737979643535,#663788
"Minimally Invasive Neurosurgery",0.6789043790053656,0.1701002355743665,#CDC673
"Journal of Medical Sciences",0.6909070696493442,0.3718256241794491,#ffff0c
"Behavioral and Brain Sciences",0.4359265554586909,0.3314294474630942,#CDC673
"Journal of Applied Crystallography",0.7096251585929446,0.613014277814702,#0001fa
"Food Technology and Biotechnology",0.6685865168189257,0.6919541486187379,#6B8E23
"Studia Psychologica",0.39312420201537823,0.2557044215584477,#ffff0c
"American Journal of Plant Physiology",0.6626889677207116,0.7846964036787472,#20c157
"Engineering Applications of Artificial Intelligence",0.1888724152789184,0.5669385102197694,#fb01ff
"Journal of Educational and Behavioral Statistics",0.3557841146610617,0.31881913165578724,#ffff0c
"Forestry",0.5966986424609488,0.826489020310042,#20c157
"Anales De Psicologia",0.4063739354404448,0.25753739993388924,#ffff0c
"Journal of Applied Biomechanics",0.5767883159925109,0.07303605506185712,#8B6508
"Journal of Thermal Analysis and Calorimetry",0.46655355889034,0.7749813668954992,#0001fa
"Expositiones Mathematicae",0.1150931593595201,0.7773771375100236,#663788
"Russian Journal of Bioorganic Chemistry",0.6810259544987919,0.6271922571652613,#8B0000
"Journal of Neuro-ophthalmology",0.6639115316113461,0.17456498589453467,#FF0000
"International Politics",0.20442962763461828,0.3279505908016392,#ffff0c
"Parliamentary History",0.15090607049763646,0.26446328716713496,#EE9A00
"Journal of Pacific Rim Psychology",0.3876094468223011,0.2435625734294896,#ffff0c
"International Journal of Construction Education and Research",0.29929836990272063,0.5450722156368816,#ffff0c
"Foundations and Trends in Theoretical Computer Science",0.0854820326520434,0.7059631570869221,#663788
"Magnetic Resonance Materials in Physics Biology and Medicine",0.7431493806579886,0.21133150673491416,#CDC673
"Comptes Rendus De L Academie Des Sciences Serie I-mathematique",0.14011049254067318,0.8054982416244015,#663788
"Clinical Radiology",0.7627572769189694,0.20974974898024845,#CDC673
"Ethology",0.4243247423765691,0.3591129001038167,#20c157
"ACM Transactions on Mathematical Software",0.1694318313432786,0.7258954333105008,#663788
"Current Protein & Peptide Science",0.7113044591917357,0.6276859061750264,#6B8E23
"Cities",0.3433977278797073,0.5318233388238365,#ffff0c
"Applied Numerical Mathematics",0.18963362958243968,0.7601294371085537,#663788
"Field Methods",0.30954324246293136,0.2396589743088295,#8B6508
"International Journal of General Medicine",0.7023727034895183,0.35992287145532265,#CDC673
"Journal of Global Optimization",0.15608245516242772,0.7029516715227806,#663788
"Herzschrittmachertherapie Und Elektrophysiologie",0.8244445384231918,0.3219730567596937,#FF0000
"Tourism Geographies",0.3692370905173198,0.4724637248601326,#ffff0c
"Inflammatory Bowel Diseases",0.9016004431283644,0.2097742083560011,#FF0000
"Journal of The New York Entomological Society",0.6315430961628982,0.9481110595302584,#20c157
"Acta Cytologica",0.8635686965971352,0.4244387720294975,#FF0000
"Classical Quarterly",0.0908106912043963,0.23267127724062084,#EE9A00
"Journal of Oncology Practice",0.5913328731572722,0.20683323081099966,#FF0000
"Journal of Nursing Management",0.5956290796588969,0.2618543531032119,#8B6508
"Systems and Computers in Japan",0.1963296831198188,0.6133933110935725,#fb01ff
"Apoptosis",0.7483682115550728,0.5568958151708142,#FF0000
"Journal of the Kansas Entomological Society",0.6335021261455878,0.9507414541327464,#20c157
"Acta Zoologica",0.5860519421089725,0.977459709848465,#20c157
"International Journal of Public Administration",0.252883114767675,0.3825472063049825,#ffff0c
"The Korean Journal of Physiology and Pharmacology",0.6811998761518036,0.5352551113074486,#CDC673
"Indian Journal of Urology",0.9458354380342402,0.3041264098122334,#FF0000
"Scientific Research and Essays",0.6503215195626263,0.7507622477858767,#2dffff
"Journal of Memory and Language",0.4195620312787017,0.3207840113905382,#CDC673
"International Journal of Cultural Studies",0.229402906512894,0.19652146019742345,#ffff0c
"Journal of Grid Computing",0.13540052434983313,0.6527503535607596,#fb01ff
"Polish Journal of Chemical Technology",0.5223872658429807,0.7533082076148941,#0001fa
"Jornal Brasileiro De Psiquiatria",0.5074568043729442,0.19925187332109232,#CDC673
"Advances in Experimental Social Psychology",0.38075896087286665,0.2968075334152552,#ffff0c
"Expert Systems With Applications",0.186090054571089,0.5650562769002762,#fb01ff
"Belgian Journal of Zoology",0.5939235898442994,0.9473504076614796,#FF6600
"IEEE Systems Journal",0.14263871592100322,0.6048677885184391,#fb01ff
"Intellectual and Developmental Disabilities",0.4771119439843114,0.08814372067671164,#ffff0c
"Current Issues in Tourism",0.3691438206469269,0.4686172974523237,#ffff0c
"Corrosion Science",0.41368859350486414,0.7398059087623501,#2dffff
"Food Science and Technology International",0.6631725445086105,0.6918560801670977,#0001fa
"Journal of Sex Research",0.41361458405579,0.21539228921035744,#FF0000
"Journal of The American Mosquito Control Association",0.8412839448706501,0.7209502856559017,#20c157
"Behavior and Philosophy",0.06984203851381715,0.3000154989299826,#CDC673
"Immunopharmacology and Immunotoxicology",0.8607802844474559,0.5509163468326204,#8B0000
"Acta Biomaterialia",0.5298387121513137,0.5570249395204249,#8B6508
"Perioperative Nursing Clinics",0.6093540379045517,0.2685951139577393,#8B6508
"Chemical Engineering Research & Design",0.5017397973856238,0.75752659156402,#2dffff
"Journal of Parasitology",0.8637534741174409,0.7210662564760157,#20c157
"Archiv Der Pharmazie",0.6085982830960753,0.6112452148982546,#0001fa
"World Wide Web",0.14584928021287327,0.5582385133822508,#fb01ff
"New Zealand Journal of Educational Studies",0.3635824405674456,0.04655740659809758,#ffff0c
"Knowledge Organization",0.02029095034148886,0.5004060200342556,#EE9A00
"Cancer Immunology, Immunotherapy",0.8628135177736607,0.5369895837477204,#8B0000
"Primary Care Case Reviews",0.7245342973965239,0.354709913066145,#ffff0c
"Irish Journal of Medical Science",0.6650117251340522,0.3253101136394514,#FF0000
"Heterocyclic Communications",0.5511507906547061,0.6663305864751563,#0001fa
"Reviews in Fish Biology and Fisheries",0.5313586274368176,0.9679542350913364,#20c157
"Journal of Applied Gerontology",0.5322438781617674,0.14664041012697174,#8B6508
"Moscow University Chemistry Bulletin",0.5252060942369099,0.7022478943987661,#0001fa
"Journal of Cellular Plastics",0.4492535704129756,0.7471177536783246,#0001fa
"Vojnosanitetski Pregled",0.7089433739504272,0.3722392396505509,#8B6508
"Advances in Medical Sciences",0.7054738961724255,0.3817496449572455,#FF0000
"Acta Carsologica",0.4342740196887203,0.9382483475679316,#20c157
"Applied Economics Letters",0.13102429809171207,0.4705185487564305,#ffff0c
"Biomedical Signal Processing and Control",0.5021039672941419,0.5173710612259749,#8B6508
"Journal of Visual Culture",0.17575808449093916,0.1872529470926139,#EE9A00
"Microbial Pathogenesis",0.7965010992681638,0.6805378621810678,#8B0000
"Spe Drilling & Completion",0.4214919439279571,0.8540041644078284,#2dffff
"Hereditary Cancer in Clinical Practice",0.793072469135083,0.465519428861581,#FF0000
"Equine Practice",0.844924508971107,0.80252323038552,#8B0000
"International Journal of Urban and Regional Research",0.3354556274580079,0.5236917672397987,#ffff0c
"Journal of Linguistic Anthropology",0.2289805945831484,0.10155781148888092,#ffff0c
"Postgraduate Medical Journal",0.6554882597673599,0.3144679462422992,#FF0000
"Advances in Inorganic Chemistry",0.5367461599693077,0.6687903060377122,#0001fa
"Biologia",0.724145745360468,0.7575425658714412,#20c157
"Clinical Medicine & Research",0.7087001169469901,0.3581215158391245,#8B6508
"Comparative Hepatology",0.9079645965923534,0.2335049452274953,#FF0000
"Language Awareness",0.2563038475917908,0.08425692583857368,#ffff0c
"Journal of Biological Regulators and Homeostatic Agents",0.8471444224013076,0.5569011184690883,#FF0000
"Current Genetics",0.7687376573798272,0.6750147492719263,#6B8E23
"Journal of Testing and Evaluation",0.3751589672650775,0.7718546064006433,#2dffff
"Hec Forum",0.552715165398553,0.2652737680959684,#8B6508
"New Comprehensive Biochemistry",0.7171602459033204,0.6010401256926649,#CDC673
"International and Comparative Law Quarterly",0.23893875489953434,0.32655912153937283,#ffff0c
"International Journal of Parallel Programming",0.11712757294685855,0.6465379817759105,#fb01ff
"Behavioral Interventions",0.4677678296862288,0.09171016523835623,#ffff0c
"Herd-health Environments Research & Design Journal",0.6088926417200514,0.26054894185985106,#8B6508
"Journal of Rehabilitation",0.5123225360084729,0.09988588424846642,#CDC673
"Island Arc",0.4100701585566761,0.9173928127751779,#FF6600
"Hepatology International",0.9082066160384864,0.2315080887840693,#FF0000
"Japanese Journal of Applied Physics",0.44620241925121296,0.6528328627979934,#fb01ff
"Environmental Bioindicators",0.5385153083705105,0.8417861699869373,#20c157
"Comparative Critical Studies",0.14294326757410794,0.20107996294541355,#EE9A00
"Systems Engineering",0.2690161341820008,0.5124634520838177,#ffff0c
"American Speech",0.2141906632684844,0.09211693297399924,#ffff0c
"Zoological Science",0.5768025406683077,0.9833686886246756,#20c157
"Bangladesh Journal of Pharmacology",0.625347679271011,0.5920358845190544,#0001fa
"Phoenix-the Journal of The Classical Association of Canada",0.09642933369030716,0.2247246037024256,#EE9A00
"Nihon Reoroji Gakkaishi",0.473762131584407,0.7454405689202668,#0001fa
"Mayo Clinic Proceedings",0.7347627107070834,0.3352966953793305,#FF0000
"Primary Care Diabetes",0.7604426697181633,0.3656900255241663,#FF0000
"Computer Communication Review",0.11117167790715687,0.6200987879135713,#fb01ff
"Telemedicine Journal and E-health",0.5557014925799133,0.3262604859670946,#8B6508
"Zeitschrift Fur Kinder-und Jugendpsychiatrie Und Psychotherapie",0.4529644953158102,0.1360109936161643,#CDC673
"BMC Molecular Biology",0.7458634832881998,0.61529709317865,#6B8E23
"Journal of the History of Sexuality",0.15343263938558946,0.23836261655280755,#EE9A00
"Allergy and Asthma Proceedings",0.9801054933538466,0.4857901614521227,#FF0000
"Theoretical Linguistics",0.2048624117867633,0.07931879968419553,#EE9A00
"Chemical Engineering Journal",0.5079094728426111,0.7653647593256184,#2dffff
"Revue De Neuropsychologie",0.5282635737002901,0.11463110469979006,#CDC673
"Xenotransplantation",0.9099700224280436,0.3498419083615556,#FF0000
"Behavioral Healthcare Tomorrow",0.43267718914339903,0.18324285963803694,#8B6508
"Biomacromolecules",0.5308865779451931,0.5728275470075842,#0001fa
"The Journal of Food Science Education",0.4413762046821637,0.4769774746423051,#FF0000
"Clinical & Experimental Allergy",0.9797533405750988,0.4817300444664497,#FF0000
"BMC Medical Informatics and Decision Making",0.5578675147232292,0.33664660850850353,#8B6508
"Behavioral Sleep Medicine",0.5103241404157239,0.29052661730439056,#CDC673
"International Journal of Pharmaceutical Medicine",0.6295120847890551,0.4891016899763756,#8B6508
"Dynamics and Control",0.23564553679184225,0.7203250394651827,#fb01ff
"Journal of Systems Science and Systems Engineering",0.2345387826058861,0.5539142595263082,#ffff0c
"British Journal of Clinical Pharmacology",0.6390575767348166,0.5015400277469305,#8B6508
"The Primary Care Companion To The Journal of Clinical Psychiatry",0.5085061346055886,0.2075362734187345,#CDC673
"Canadian Historical Review",0.1733592128336761,0.2556914408621842,#EE9A00
"Advances in Child Development and Behavior",0.40705024231864734,0.11898113396079962,#ffff0c
"Methods in Enzymology",0.7257298015055283,0.5864563133986302,#6B8E23
"Advances in Therapy",0.6460436396953376,0.4889251637272348,#8B6508
"Modeling Identification and Control",0.2437831972700061,0.7186544598219156,#fb01ff
"Journal of Scandinavian Studies in Criminology and Crime Prevention",0.3399959466905294,0.2070221224330097,#ffff0c
"Journal of Eukaryotic Microbiology",0.6435957928271536,0.9002254603817013,#20c157
"Asia Pacific Journal of Social Work and Development",0.3806739047343183,0.1845537014089957,#ffff0c
"German Politics",0.2154396079294892,0.3475203158436685,#ffff0c
"Molecular and Cellular Probes",0.8071679124695424,0.6692422151885985,#8B0000
"Applied Mechanics Reviews",0.341994448018103,0.7815611706667641,#2dffff
"Siam Journal on Mathematical Analysis",0.177270363548658,0.7512162793951607,#663788
"Algebra and Logic",0.08067423745865444,0.7784585931321819,#663788
"Chemistry Education Research and Practice",0.3577430797169991,0.09507594431332488,#ffff0c
"Human Development",0.4076777123887563,0.12300375240746872,#ffff0c
"Magallania",0.2346861510721303,0.4221327867982397,#FF6600
"International Journal of Oral & Maxillofacial Implants",0.5866882217401549,0.4489113595800068,#8B6508
"Environmental Impact Assessment Review",0.3974526409555675,0.5290292085563545,#ffff0c
"Applied Microbiology and Biotechnology",0.7374458210247992,0.6936535547911631,#6B8E23
"Comparative Immunology Microbiology and Infectious Diseases",0.8384752474107164,0.7546028569256898,#8B0000
"Emc - Pneumologie",0.9880411925518672,0.4382931660219597,#FF0000
"Rehabilitation Counseling Bulletin",0.5121850534061303,0.10039164059908916,#CDC673
"Reading and Writing",0.4261502916045283,0.06281748330023484,#ffff0c
"Gene Therapy and Molecular Biology",0.8136129025113599,0.5178144035701788,#8B0000
"Surface Engineering and Applied Electrochemistry",0.3958711662123925,0.7078694114602979,#2dffff
"Public Management Review",0.25285493613199084,0.3801833388007987,#ffff0c
"Sociology of Health and Illness",0.6087897247255434,0.328067785675657,#ffff0c
"African Journal of Microbiology Research",0.7594267480860116,0.7008689710737989,#6B8E23
"Journal of Family Violence",0.3866353263123494,0.2033438926663277,#ffff0c
"Neuropsychological Rehabilitation",0.5261693788018732,0.11474288976867625,#CDC673
"Allergology International",0.9788930350203624,0.4807780120923968,#FF0000
"International Journal of Toxicology",0.5923014640285424,0.5184621562420005,#FF0000
"Journal of Sport & Social Issues",0.3862475415510647,0.4381071588504051,#ffff0c
"Probus",0.2159300842216628,0.07417888604250675,#EE9A00
"Journal of The Serbian Chemical Society",0.5524142011013041,0.6971569282263512,#0001fa
"The Counseling Psychologist",0.4029812697777271,0.15591225044789125,#ffff0c
"British Journal of Psychotherapy",0.4458073917927328,0.16584655541159102,#8B6508
"Epidemiology and Infection",0.8384274032089333,0.6806166598568623,#8B0000
"Journal of Topology",0.10068181483908233,0.7869795563868371,#663788
"Brain and Mind",0.4339418831280431,0.32828318727961764,#CDC673
"Journal of Materials Processing Technology",0.3724783891888486,0.7308758230671069,#2dffff
"Journal of Semantics",0.2033930264746116,0.07857541467265185,#EE9A00
"Motriz-revista De Educacao Fisica",0.5716037192714021,0.06818499056170126,#8B6508
"Revista Matematica Complutense",0.13708695118217495,0.7863880878107611,#663788
"Journal of International Business Studies",0.3151480747111192,0.4401720769831991,#ffff0c
"Journal of Human Values",0.2930581917149573,0.4236432558834952,#ffff0c
"Photonic Network Communications",0.14111050506293984,0.6206670750668642,#663788
"Tubercle and Lung Disease",0.8281454930199716,0.6884677916240052,#8B6508
"Anglia-zeitschrift Fur Englische Philologie",0.12888376486850664,0.17505634200592696,#EE9A00
"Advances in Microbial Ecology",0.7565405761273257,0.7095369665601606,#8B0000
"Renewable Energy",0.30673715321638,0.6296306801066707,#2dffff
"Ilar Journal",0.8729890795075452,0.7706485709003036,#8B0000
"Seminars in Surgical Oncology",0.8338643550847048,0.4526518712141756,#FF0000
"Annual Review of Materials Science",0.4261648313556375,0.6843299777578262,#fb01ff
"Accounts of Chemical Research",0.5008540602405571,0.6380826903237026,#0001fa
"Chelonian Conservation and Biology",0.5875008226458817,0.9308033077419036,#20c157
"European Journal of Obstetrics & Gynecology and Reproductive Biology",0.7071299602740984,0.2948938810538211,#FF0000
"Nurse Researcher",0.6011068336454715,0.2535883002719124,#8B6508
"Revista De Psicodidactica",0.3808127387929841,0.08172140762325139,#ffff0c
"Review of Economics of the Household",0.15284863708992258,0.44816575459836816,#ffff0c
"Fruit Varieties Journal",0.6766540511729955,0.760376832842296,#20c157
"Comparative Education Review",0.3516835590486945,0.022955178883835213,#ffff0c
"Fish and Fisheries",0.5286408849403185,0.963175857260555,#20c157
"Theoretical Population Biology",0.6144141898183129,0.8885896147515391,#20c157
"Event Management",0.3671201826205302,0.4627089365339394,#ffff0c
"Complex Analysis and Operator Theory",0.13032537575608227,0.7873753517967488,#663788
"Revista De Estudios Sociales",0.18138727636374494,0.2277221196845549,#20c157
"Biochemical Society Symposia",0.6353887764777792,0.5650596692128648,#CDC673
"General and Comparative Endocrinology",0.5586572733116221,0.9956204182289357,#20c157
"Clinical Transplantation",0.906148632892142,0.3451266324912046,#FF0000
"Aquatic Ecosystem Health & Management",0.5379459204894232,0.8814090395805543,#20c157
"Journal of The Astronautical Sciences",0.29016041374403145,0.8524524053481316,#2dffff
"Developmental Neurorehabilitation",0.4917949917143302,0.09244561312628986,#ffff0c
"Clinical Microbiology Newsletter",0.8231612442940253,0.6771378279247642,#8B0000
"Theoretical and Applied Mechanics",0.32098377929408617,0.7752288209455432,#663788
"Respiratory Research",0.9771000021851228,0.4523625880683751,#FF0000
"Qme-quantitative Marketing and Economics",0.3504846253531221,0.41991171875312266,#ffff0c
"Journal of Science Education and Technology",0.3540174683835118,0.09773044596892028,#ffff0c
"Anthropology & Education Quarterly",0.3829186038092601,0.05048253555915182,#ffff0c
"Pediatrics and Neonatology",0.6869310267047273,0.25267401539264234,#8B6508
"Zoonoses and Public Health",0.8365033200855967,0.7477420335370699,#8B0000
"Frequenz",0.2218832675909172,0.6565641893733087,#fb01ff
"Terrorism and Political Violence",0.2185042493962004,0.326161031756199,#ffff0c
"Comparative Biochemistry and Physiology Part C: Pharmacology, Toxicology and Endocrinology",0.5529940411801958,0.8259854036184588,#20c157
"Systematic Botany",0.6516404135591494,0.8486092514784879,#20c157
"Habitat International",0.3442147454415104,0.5350065963565346,#ffff0c
"Letters in Organic Chemistry",0.5548132063495155,0.6789524143843021,#0001fa
"Water Resources Research",0.4945543410095643,0.8448921562934081,#FF6600
"Journal of Electroceramics",0.4203367135412339,0.6762499529031264,#2dffff
"British Journal of Clinical Governance",0.5922891598341871,0.3079751014922848,#8B6508
"Graft",0.9067989624646472,0.3462565023388581,#FF0000
"Andrologia",0.7304432818292189,0.4153627504568526,#FF0000
"Oxford German Studies",0.13017287190349275,0.2040484185877061,#EE9A00
"Ecotropica",0.6187423405279592,0.8445460948545577,#20c157
"Configurations",0.18196464996489367,0.2031861770588524,#EE9A00
"Geoinformatica",0.3727074708159759,0.5740943041454646,#fb01ff
"Living Reviews in Relativity",0.2667667144258874,0.8723136834289275,#663788
"Chemical Engineering",0.4957249130021762,0.7535576388436508,#2dffff
"Research on Chemical Intermediates",0.5181129146811086,0.6814424077236193,#0001fa
"Ecological Entomology",0.6611433783779358,0.9510857332346628,#20c157
"Journal of Orthopaedic Trauma",0.7172737594712757,0.11296985031455699,#8B6508
"European Journal of The History of Economic Thought",0.17075851837107206,0.4060862178066425,#ffff0c
"British Journal of Audiology",0.4862314829688511,0.02506968920003817,#8B6508
